name,year,genre
Prerokbe Ognja,(1996),"<span class=""genre"">
Documentary, Music            </span>"
"2pac Feat. K-Ci & JoJo: How Do U Want It, Live",(1996 Video),"<span class=""genre"">
Short, Music            </span>"
Backstreet Boys: Get Down (You're the One for Me),(1996 Video),"<span class=""genre"">
Short, Music            </span>"
Tool: Stinkfist,(1996 Video),"<span class=""genre"">
Short, Horror, Music            </span>"
El Diablo,(1996),"<span class=""genre"">
Short            </span>"
The Money Masters,(1996),"<span class=""genre"">
Documentary            </span>"
An Anderson Dozen,(1995–1998),"<span class=""genre"">
Animation, Short, Adventure            </span>"
Emotional Wreck,(1996 Video),"<span class=""genre"">
Short            </span>"
Tunguska,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Talitha Cumi,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Pusher,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Into the Light,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
The Tick vs. Filth,(1994–1997),"<span class=""genre"">
Animation, Action, Adventure            </span>"
Sins of the Fathers Chapter 4: Enter the Green Goblin,(1994–1998),"<span class=""genre"">
Animation, Action, Adventure            </span>"
The Package,(1989–1998),"<span class=""genre"">
Comedy            </span>"
The Caddy,(1989–1998),"<span class=""genre"">
Comedy            </span>"
Episode dated 16 August 1996,(1996–2002),"<span class=""genre"">
Comedy, Talk-Show            </span>"
The Prodigy,(1996–1999),"<span class=""genre"">
Drama            </span>"
The Motel,(1996–1999),"<span class=""genre"">
Drama            </span>"
The Magic Gate,(1996–1999),"<span class=""genre"">
Drama            </span>"
A Leap of Faith,(1996–1999),"<span class=""genre"">
Drama            </span>"
Million Boy March,(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Hakeem's New Flame,(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Over Dick's Dead Body,(1992–1999),"<span class=""genre"">
Drama, Romance            </span>"
Dead Sisters Walking,(1992–1999),"<span class=""genre"">
Drama, Romance            </span>"
Boo's in the House,(1992–1997),"<span class=""genre"">
Comedy, Drama, Romance            </span>"
Episode #1.16,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Home Again,(1995–1999),"<span class=""genre"">
Comedy            </span>"
Full Moon,(1993–1999),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
The Show-Me State,(1993–1998),"<span class=""genre"">
Comedy, Romance            </span>"
Grace Tests Out,(1993–1998),"<span class=""genre"">
Comedy, Romance            </span>"
Fire Music,(1993–1998),"<span class=""genre"">
Comedy, Romance            </span>"
A Holly Jolly Christmas,(1993–1998),"<span class=""genre"">
Comedy, Romance            </span>"
All the Queen's Horses,(1994–1999),"<span class=""genre"">
Adventure, Comedy, Crime            </span>"
The Once and Future Duck,(1994–1997),"<span class=""genre"">
Animation, Adventure, Comedy            </span>"
I Got You Babe,(1996–1999),"<span class=""genre"">
Comedy            </span>"
Shadow Dancing,(1993–1998),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Pajama Sam: No Need to Hide When It's Dark Outside,(1996 Video Game),"<span class=""genre"">
Adventure, Comedy, Family            </span>"
Ricky Jay and His 52 Assistants,(1996 TV Movie),"<span class=""genre"">
Comedy            </span>"
Real Rock TV,(1996–2003),"<span class=""genre"">
Music            </span>"
Small Talk,(1996–1997),
Paula Poundstone Goes to Harvard,(1996 TV Special),"<span class=""genre"">
Comedy, Documentary            </span>"
The Art of Conducting: Legendary Conductors of a Golden Era,(1996 Video),
Heart of Africa,(1996– ),
Sink the Bismarck,(1996 TV Movie),"<span class=""genre"">
Documentary            </span>"
Black & White: A Love Story,(1996),"<span class=""genre"">
Drama, Romance            </span>"
My Oh My!,(1996),"<span class=""genre"">
Documentary, Sport            </span>"
Yesterday's Everglades,(1996),"<span class=""genre"">
Documentary            </span>"
George Carlin: Back in Town,(1996 TV Special),"<span class=""genre"">
Documentary, Comedy            </span>"
Dragon Ball Z,(1996–2003),"<span class=""genre"">
Animation, Action, Adventure            </span>"
Rodney's Big Day,(1996),
The Red Typewriter,(1996),"<span class=""genre"">
Short            </span>"
Fear & Favor in the Newsroom,(1996),"<span class=""genre"">
Documentary            </span>"
Profit,(1996–1997),"<span class=""genre"">
Crime, Drama            </span>"
Buzzkill,(1996– ),"<span class=""genre"">
Comedy            </span>"
Grillin' & Chillin',(1996– ),"<span class=""genre"">
Reality-TV            </span>"
Messengers,(1996),"<span class=""genre"">
Documentary            </span>"
Brett Killed Mom: A Sister's Diary,(1996 TV Movie),"<span class=""genre"">
Documentary            </span>"
Mr. Anderson's Opus,(1995–1998),"<span class=""genre"">
Animation, Short, Adventure            </span>"
The 1996 NBA Finals,(1996),"<span class=""genre"">
Sport            </span>"
Back to School,(1996–2002),"<span class=""genre"">
Comedy            </span>"
"Now, Who Wants Ice Cream?",(1995–1998),"<span class=""genre"">
Comedy            </span>"
Two Bad Neighbors,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
Piper Maru,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Herrenvolk,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Fame,(1996–1999),"<span class=""genre"">
Comedy            </span>"
The Homecoming: Part 1,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
Promised Land,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
Jacob's Ladder,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
Tick vs. Europe,(1994–1997),"<span class=""genre"">
Animation, Action, Adventure            </span>"
Sins of the Fathers Chapter 7: The Man Without Fear,(1994–1998),"<span class=""genre"">
Animation, Action, Adventure            </span>"
Sins of the Fathers Chapter 13: Goblin War!,(1994–1998),"<span class=""genre"">
Animation, Action, Adventure            </span>"
Bart on the Road,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
The Cadillac,(1989–1998),"<span class=""genre"">
Comedy            </span>"
I Do,(1994–2000),"<span class=""genre"">
Drama, Family            </span>"
Arcade,(1995–1999),"<span class=""genre"">
Comedy, Romance            </span>"
Closing Time,(1993–2005),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
"Chain, Chain, Chain",(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Baby Love,(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
The Bobby Trap,(1992–1999),"<span class=""genre"">
Drama, Romance            </span>"
Dead Guy,(1996–2000),"<span class=""genre"">
Comedy            </span>"
Episode #1.15,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Episode #1.10,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Awakening: Part 1,(1996– ),"<span class=""genre"">
Western            </span>"
Winning Isn't Everything,(1995–2000),"<span class=""genre"">
Comedy, Sport            </span>"
The Touch,(II) (1997),"<span class=""genre"">
Short            </span>"
Johnny Cash & Willie Nelson,(1996– ),"<span class=""genre"">
Documentary, Music            </span>"
Didactic Encounter,(1997),"<span class=""genre"">
Short            </span>"
Sesame Street: Get Up and Dance,(1997),"<span class=""genre"">
Animation, Short            </span>"
Michael Jackson's Ghosts,(1997),"<span class=""genre"">
Short, Music            </span>"
The Intervention,(1994–2000),"<span class=""genre"">
Drama, Family            </span>"
"Form, Space & Murder",(1997),"<span class=""genre"">
Short            </span>"
The Thank You Note,(1995–1998),"<span class=""genre"">
Animation, Short, Adventure            </span>"
Episode #1.3,(1997–1998),"<span class=""genre"">
Drama            </span>"
The Christmas Episode,(1997–1998),"<span class=""genre"">
Drama            </span>"
Episode #1.1,(1997–1998),"<span class=""genre"">
Drama            </span>"
Ham Radio,(1993–2004),"<span class=""genre"">
Comedy            </span>"
Michael Jackson: HIStory Live,(1997 TV Special),"<span class=""genre"">
Music            </span>"
Episode #1.2,(1997–1998),"<span class=""genre"">
Drama            </span>"
Jingle Fever,(1996–2000),"<span class=""genre"">
Comedy            </span>"
Gente de razon,(1997),"<span class=""genre"">
Documentary, Short, History            </span>"
Kid Town Hall,(1997 TV Movie),
Homer's Enemy,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
Episode #3.10,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Endgame,(1993–1998),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Fallout: A Post-Nuclear Role-Playing Game,(1997 Video Game),"<span class=""genre"">
Action, Adventure, Sci-Fi            </span>"
The Atheist Experience,(1997– ),"<span class=""genre"">
Talk-Show            </span>"
The Winner,(1996–1999),"<span class=""genre"">
Drama            </span>"
The Collapse,(1996–1999),"<span class=""genre"">
Drama            </span>"
A Game of Checkers,(1997–2003),"<span class=""genre"">
Crime, Drama, Thriller            </span>"
Lost Israel: Part 2,(1993–2005),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Lockdown,(1996–2000),"<span class=""genre"">
Comedy            </span>"
Episode #3.4,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Yanni: Tribute,(1997 TV Movie),"<span class=""genre"">
Documentary, Music            </span>"
Blast Off!,(1997 Video),"<span class=""genre"">
Documentary, Music            </span>"
Smudge,(1997 TV Movie),"<span class=""genre"">
Drama            </span>"
Don't Eat the Chili at the Detour Diner,(1997),"<span class=""genre"">
Short            </span>"
Sophia Loren: Actress Italian Style,(1987– ),"<span class=""genre"">
Documentary, Biography            </span>"
Rough Crossing,(1997–2005),"<span class=""genre"">
Drama, Romance            </span>"
Closure,(1997 Video),"<span class=""genre"">
Documentary, Music            </span>"
The Curse of Monkey Island,(1997 Video Game),"<span class=""genre"">
Animation, Adventure, Comedy            </span>"
Uncommon Knowledge,(1997–2019),"<span class=""genre"">
Talk-Show            </span>"
Episode #3.3,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
Lords of the Everglades,(1997 TV Movie),"<span class=""genre"">
Documentary            </span>"
Small Potatoes,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Redux II,(1993–2018),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
My Dinner with Andrew,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
An Angel by Any Other Name,(1994–2003),"<span class=""genre"">
Drama, Family, Fantasy            </span>"
Sacrifice of Angels,(1993–1999),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Call to Arms,(1993–1999),"<span class=""genre"">
Action, Adventure, Drama            </span>"
The Springfield Files,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
The City of New York vs. Homer Simpson,(1989– ),"<span class=""genre"">
Animation, Comedy            </span>"
The Merv Griffin Show,(1989–1998),"<span class=""genre"">
Comedy            </span>"
Truth Be Told,(1994–2000),"<span class=""genre"">
Drama, Family            </span>"
Lost Israel: Part 1,(1993–2005),"<span class=""genre"">
Crime, Drama, Mystery            </span>"
Prom Fright,(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Mentor,(1996–2001),"<span class=""genre"">
Comedy, Drama, Family            </span>"
Episode #3.11,(1995–2016),"<span class=""genre"">
Comedy, Reality-TV, Talk-Show            </span>"
One Degree of Separation,(1993–1998),"<span class=""genre"">
Comedy            </span>"
Back in the Day,(1993–1998),"<span class=""genre"">
Comedy            </span>"
The One with the Jellyfish,(1994–2004),"<span class=""genre"">
Comedy, Romance            </span>"
The One with Chandler in a Box,(1994–2004),"<span class=""genre"">
Comedy, Romance            </span>"
The One with the Morning After,(1994–2004),"<span class=""genre"">
Comedy, Romance            </span>"
Halloween,(1993–2004),"<span class=""genre"">
Comedy            </span>"
The Long Night,(1993–1998),"<span class=""genre"">
Action, Adventure, Drama            </span>"
"No Surrender, No Retreat",(1993–1998),"<span class=""genre"">
Action, Adventure, Drama            </span>"
Cereal Killer,(1997 Video),
Engelbert Humperdinck: Love Unchained,(1997 TV Special),"<span class=""genre"">
Music            </span>"
GoldenEye 007,(1997 Video Game),"<span class=""genre"">
Action, Adventure, Thriller            </span>"
